provider_id,name,type,Fields Description,
2370,MoneyTap,LOAN REPAYMENT,Loan Account Number,
2371,Moneywise Financial Services Private Limited,LOAN REPAYMENT,"Date of Birth (DD-MM-YYYY),Mobile number",
2372,Motilal Oswal Home Finance,LOAN REPAYMENT,Loan Account Number,
2373,Muthoot Capital Services Ltd,LOAN REPAYMENT,Loan Account Number,
2374,Muthoot Finance,LOAN REPAYMENT,"Loan Account Number,Loan Payment Mode",
2375,Muthoot Fincorp Ltd,LOAN REPAYMENT,Loan Number,
2376,Muthoot Homefin Limited,LOAN REPAYMENT,Reference Number,
2377,Muthoot Housing Finance Company Limited,LOAN REPAYMENT,Loan Account Number,
2378,Muthoot Microfin Limited,LOAN REPAYMENT,Loan Account Number,
2379,Muthoot Money,LOAN REPAYMENT,Loan Number,
2380,NABFINS,LOAN REPAYMENT,Loan Number(Last 6 Digits),
2381,Netafim Agricultural Financing Agency Pvt. Ltd.,LOAN REPAYMENT,Loan Account Number,
2382,Nidhilakshmi Finance,LOAN REPAYMENT,Client ID,
2383,NM Finance,LOAN REPAYMENT,Loan number,
2384,Novelty Finance Ltd,LOAN REPAYMENT,Loan number,
2385,OHMYLOAN,LOAN REPAYMENT,Loan Account Number,
2386,OMLP2P.COM,LOAN REPAYMENT,Loan Number,
2387,Orange Retail Finance India Pvt Ltd,LOAN REPAYMENT,Loan Number,
2388,Oroboro,LOAN REPAYMENT,Loan Number/Mobile Number,
2389,Oxyzo Financial Services Pvt Ltd,LOAN REPAYMENT,Loan Number,
2390,Pahal Financial Services Pvt Ltd,LOAN REPAYMENT,Loan Number,
2391,Paisa Dukan-Borrower EMI,LOAN REPAYMENT,Account Number,
2392,Pooja Finelease LTD.,LOAN REPAYMENT,Loan ID,
2393,Rander Peoples Co Operative Bank Ltd,LOAN REPAYMENT,Loan Number,
2394,Reliance ARC,LOAN REPAYMENT,"Loan Account Number,Mobile Number",
2395,RMK Fincorp Pvt Ltd,LOAN REPAYMENT,Loan Account Number,
2396,RupeeCircle,LOAN REPAYMENT,"Agreement No,DOB (dd-mm-yyyy)",
2397,RupeeRedee,LOAN REPAYMENT,Loan Number,
2398,Samasta Microfinance Limited,LOAN REPAYMENT,"Loan Number,Mobile Number",
2399,Sarvjan India Fintech Private Limited,LOAN REPAYMENT,Account Number,
2400,Shriram City  Union Finance Ltd,LOAN REPAYMENT,Loan Account Number,
2401,Shriram Housing Finance Limited,LOAN REPAYMENT,"LOAN NUMBER,MOBILE NUMBER",
2402,Shriram Transport Finance Company Limited,LOAN REPAYMENT,Loan Account No,
2403,Shubham Housing Development Finance Company Ltd,LOAN REPAYMENT,Loan Number,
2404,SMEcorner,LOAN REPAYMENT,Account Number,
2405,SMILE Microfinance Limited,LOAN REPAYMENT,Loan Account Number/App ID,
2406,Snapmint,LOAN REPAYMENT,Account Number,
2407,Spandana Rural And Urban Development Organisation,LOAN REPAYMENT,Registered Mobile Number,
2408,Spandana Sphoorty Financial Ltd,LOAN REPAYMENT,Loan Number,
2409,StashFin,LOAN REPAYMENT,Loan Number,
2410,Suryoday Small Finance Bank,LOAN REPAYMENT,"Mobile number,Date Of Birth(YYYY-MM-DD)",
2411,Svatantra Microfin Private Limited,LOAN REPAYMENT,Account Number,
2412,Tata Capital Financial Services Limited,LOAN REPAYMENT,Customer ID,
2413,Tata Capital Housing Finance Limited,LOAN REPAYMENT,"Loan Account Number,Mobile Number",
2414,Tata Motors Finance Limited,LOAN REPAYMENT,"Loan Account Number,Mobile Number",
2415,Thazhayil Nidhi Ltd,LOAN REPAYMENT,RC Number/Contract Number,
2416,Toyota Financial Services,LOAN REPAYMENT,Loan Account Number,
2417,TVS Credit,LOAN REPAYMENT,"Loan Account Number,Loan Payment Mode",
2418,Ujjivan Small Finance Bank,LOAN REPAYMENT,Agreement number,
2419,Varthana,LOAN REPAYMENT,Loan Account Number,
2420,Vastu Housing Finance Corporation Limited,LOAN REPAYMENT,Loan Number,
2421,Vistaar Financial services Private Limited,LOAN REPAYMENT,Loan Account No,
2422,X10 Financial Services Limited,LOAN REPAYMENT,"Loan Account Number,Customer Mobile Number",
2423,Yogakshemam Loans Ltd,LOAN REPAYMENT,Loan Account Number,
2424,ZestMoney,LOAN REPAYMENT,Loan Account Number,
2425,Ziploan,LOAN REPAYMENT,"Phone Number,Date of Birth (DD-MM-YYYY),Pin Code",
330,Aamin Hindi Vidhyalay,EDUCATION FEES,"GR NO,MOB NO,Date of Birth (YYYY-MM-DD)",
331,Aarthi Trust Hostel,EDUCATION FEES,"RegNo,DOB (dd-mm-yyyy)",
332,Abc College Of Education,EDUCATION FEES,"Admission No,Mobile No,Date of Birth(YYYY-MM-DD)",
333,Academy Of Aviation And Engineering,EDUCATION FEES,"Enrollment No,Mobile No,Date of Birth(YYYY-MM-DD)",
334,Adarsh Gyan Modern Public School,EDUCATION FEES,"Student Unique ID,Mobile Number of Parent",
335,Adarsh Public School,EDUCATION FEES,Admission Number,
336,Adelie International Preschool,EDUCATION FEES,Enrollment Id,
337,"AES Public School, Erumapetty",EDUCATION FEES,Unique Fees ID,
338,Agarwal International School Sanstha,EDUCATION FEES,Student Registration No,
339,Agrawal Vidya Vihar,EDUCATION FEES,Admission Number,
340,Agrawal Vidya Vihar English Medium College,EDUCATION FEES,Admission / G R Number,
341,Ahmedabad Institute Of Technology,EDUCATION FEES,"Student ID,SEM ID",
342,AIM Education Centre,EDUCATION FEES,Unique Fees ID,
343,AISWARYA PUBLIC SCHOOL,EDUCATION FEES,Unique Fees ID,
344,"AKM Higher Secondary School, Kottakkal",EDUCATION FEES,Unique Fees ID,
345,"Akm Public School,Morkulangara",EDUCATION FEES,Unique Fees ID,
346,Akshara International School,EDUCATION FEES,Enrollment Number,
347,Akshara Vidyaashram,EDUCATION FEES,"Date of Birth (dd/mm/yy),Mobile Number",
348,"Al Amal Public School, Nellikuzhi",EDUCATION FEES,Unique Fees ID,
349,AL-AMEEN SENIOR SECONDARY SCHOOL MANKADA,EDUCATION FEES,Unique Fees ID,
350,"Al Aqsa Public School, Kathikode",EDUCATION FEES,Unique Fees ID,
351,AL-AZ-HAR ENGLISH MEDIUM SCHOOL MANAKKODY,EDUCATION FEES,Unique Fees ID,
352,Al Badar Central School Malappuram,EDUCATION FEES,Unique Fees ID,
353,Aldine CA,EDUCATION FEES,Reference Number,
354,"Al Falah English School Peruvallur, Malappuram",EDUCATION FEES,Unique Fees ID,
355,Al Falah Green Valley,EDUCATION FEES,Unique Fees ID,
356,"Al Fathah International School, Thennala",EDUCATION FEES,Unique Fees ID,
357,"Alhidaya Central School Kondoorkkara, Pattambi",EDUCATION FEES,Unique Fees ID,
358,"Al Irshad English School Killimangalam, Thrissur",EDUCATION FEES,Unique Fees ID,
359,ALIYA SENIOR SECONDARY SCHOOL KASARAGOD,EDUCATION FEES,Unique Fees ID,
360,ALLEN Career Institute,EDUCATION FEES,"ALLEN Student Form No,Date of Birth(DD-MM-YYYY),Payment Mode",
361,Allenhouse Public School Ghaziabad,EDUCATION FEES,Student Id,
362,ALLIANCE COLLEGE OF HOTEL MANAGEMENT,EDUCATION FEES,"Student Unique ID,Mobile Number of Parent,DOB of Student (DDMMYYYY)",
363,"Al Manar Senior Secondary School, Erattupetta",EDUCATION FEES,Unique Fees ID,
364,Alpha College Of Engineering And Technology Degree,EDUCATION FEES,Enrollment No,
365,Alpha College Of Engineering And Technology Diploma,EDUCATION FEES,Enrollment No,
366,"Alpha English Medium School, Karumanamkurussi, Palakkad",EDUCATION FEES,Unique Fees ID,
367,Alpha Institue Of Architecture Studies,EDUCATION FEES,Enrollment No,
368,Alphonsa Residential School Bharananganam,EDUCATION FEES,Unique Fees ID,
369,AMALA MARY RANI PUBLIC SCHOOL,EDUCATION FEES,Unique Fees ID,
370,AMALAMBIKA ENGLISH MEDIUM SCHOOL THEKKADY,EDUCATION FEES,Unique Fees ID,
371,Amal English School,EDUCATION FEES,Unique Fees ID,
372,Amitabha School,EDUCATION FEES,"Student Unique ID,Mobile Number of Parent,DOB of Student (DDMMYYYY)",
373,Amity Centre For Educational Research And Training,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
374,Amity Educational Resource Centre,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
375,Amity Institute For Competitive Examinations,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
376,Amity Institute For Education,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
377,Amity International School Gurgaon Sec 43,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
378,Amity International School Gurgaon Sec 46,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
379,Amity International School Gwalior,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
380,Amity International School Jagdishpur,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
381,Amity International School Lucknow,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
382,Amity International School Mayur Vihar,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
383,Amity International School Naya Raipur,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
384,Amity International School Noida,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
385,Amity International School Saket,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
386,Amity International School Vasundhara Sec 1,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
387,Amity International School Vasundhara Sec 6,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
388,Amity International School Vrindavan Yojana,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
389,Amity Law School Delhi,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
390,Amity School Of Distance Learning,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
391,Amity School Of Engg And Technology,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
392,Amity University Greater Noida,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
393,Amity University Gwalior,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
394,Amity University Jaipur,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
395,Amity University Lucknow,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
396,Amity University Manesar,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
397,Amity University Mumbai,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
398,Amity University Noida,EDUCATION FEES,"Form Number/Registration Number,Fee Type",
399,"Amrutha Bharathi Vidya Kendra, Hagadur",EDUCATION FEES,Unique Fees ID,
400,Amrut Higher Secocondary School Managed By Firdaus Memorial Charity And Edu Trust,EDUCATION FEES,GR NO,
401,Amrut High School,EDUCATION FEES,GR NO,
402,Amrut Indian School Managed By Firdaus Memorial Charity And Education Trust,EDUCATION FEES,GR NO,
403,Amrut Pre Primary School Managed By Firdaus Memorial Charity And Education Trust,EDUCATION FEES,GR NO,
404,Amrut Primary School Managed By Firdus Memorial Charity And Education Trust,EDUCATION FEES,GR NO,
405,"A.M.U.P.S., Melmuri South, Malappuram",EDUCATION FEES,Unique Fees ID,
406,Ananda Sai Shikshana Samsthe,EDUCATION FEES,Student ID,
407,Anandathirtha Vidyalaya,EDUCATION FEES,Student ID,
408,Anand College Of Education,EDUCATION FEES,Student ID No,
409,Anand Niketan Bhadaj,EDUCATION FEES,GR No,
410,"Ananthapuri Cbse School, Trivandrum.",EDUCATION FEES,Unique Fees ID,
411,Angel Kids Pre- School,EDUCATION FEES,Enrollment Id,
412,Angel Mickey & Minie School,EDUCATION FEES,Enrollment Id,
413,Angels Arc English Medium School,EDUCATION FEES,Admission Number,
414,Angels' Paradise,EDUCATION FEES,Unique Fees ID,
415,Anindita College For Teacher Education,EDUCATION FEES,Student ID No,
416,ANITA PUBLIC SCHOOL (ICSE)THANNIPUZHA,EDUCATION FEES,Unique Fees ID,
417,Annapurna College Of Film And Media,EDUCATION FEES,"Admission Number,Mobile Number",
418,"Anns English Medium School, Mennangadi",EDUCATION FEES,Admission No,
419,Anusuiya School,EDUCATION FEES,"Scholar number,Moblie,Date of Birth(YYYY-MM-DD)",
420,Apollo English Medium School Nandigama,EDUCATION FEES,"Admission ID,Mobile No",
421,"Apollo School ,Thrikkadeeri",EDUCATION FEES,Unique Fees ID,
422,"APRM Central School, Kollam",EDUCATION FEES,Unique Fees ID,
423,ARAFA ENGLISH SCHOOL ATTUR,EDUCATION FEES,Unique Fees ID,
424,ARAVINDA VIDYALAYAKANNUR,EDUCATION FEES,Unique Fees ID,
425,Arcade Business College,EDUCATION FEES,"Admission Number,Mobile No,Date of Birth(YYYY-MM-DD)",
426,Aristro Public School,EDUCATION FEES,"Admission Number,Registered Mobile Number,Fee Type",
427,Arvind International School,EDUCATION FEES,Student ID,
428,Arwachin International School,EDUCATION FEES,Enrollment Number,
429,"Arya Sr. Sec. School, Gharaunda",EDUCATION FEES,Enrollment Number,
430,"Ashoka Hall School, Shiv Nagar",EDUCATION FEES,Enrollment Id,
431,"Ashoka Hall School, Vijay Nagar",EDUCATION FEES,Enrollment Id,
432,Asian Aviation College Of Management Science Tvm,EDUCATION FEES,Unique Fees ID,
433,Asr Homeopathic Hospital And Medical College,EDUCATION FEES,"Admission ID,Mobile No,Year",
434,"ASSISI,Bangalore",EDUCATION FEES,Unique Fees ID,
435,"Assisi EMHSS School, Kanjikode",EDUCATION FEES,Unique Fees ID,
436,"ASSISI EMM HSS, Thalakkottukkara",EDUCATION FEES,Unique Fees ID,
437,ASSISI SCHOOL BANGALORE,EDUCATION FEES,Unique Fees ID,
438,"Assumption Public School, Thelpara",EDUCATION FEES,Unique Fees ID,
439,ASWAS VIDYA SADAN PAMBADY,EDUCATION FEES,Unique Fees ID,
440,Atulya International School,EDUCATION FEES,Enrollment Number,
441,Auxilium English Medium School Kottiyam,EDUCATION FEES,Unique Fees ID,
442,AUXILIUM ENGLISH MEDIUM SCHOOL VADUVANCHAL WAYANAD,EDUCATION FEES,Unique Fees ID,
443,AUXILIUM ICSE SCHOOL PALLURUTHY ERNAKULAM,EDUCATION FEES,Unique Fees ID,
444,AUXILIUM SCHOOL KIDANGOOR ANGAMALY,EDUCATION FEES,Unique Fees ID,
445,Auxilium School Thiruthiparambu Thrissur,EDUCATION FEES,Unique Fees ID,
446,"Auxilium School Varakkad, Kasaragod",EDUCATION FEES,Unique Fees ID,
447,Aviation Institute Of Advanced Technology Educational Society,EDUCATION FEES,"Admission Number,Mobile No",
448,"Avila English Medium School, Mahe",EDUCATION FEES,Unique Fees ID,
449,Avvai Ksr Matric School,EDUCATION FEES,"RegNo,DOB (dd-mm-yyyy)",
450,"Bachpan A Play School, Shahbad",EDUCATION FEES,Enrollment Number,
451,Bachpan Shiksha Samiti,EDUCATION FEES,SR No,
452,"Badariya English School,Mannarkkad, Palakkad.",EDUCATION FEES,Unique Fees ID,
453,Bal Bharti Nursery School,EDUCATION FEES,"Admission Number,Date Of Birth(YYYY-MM-DD)",
454,Bappuji Central School Peruva,EDUCATION FEES,Unique Fees ID,
455,BAPPUJI ENGLISH MEDIUM SCHOOL Koothattukulam,EDUCATION FEES,Unique Fees ID,
456,"Bappuji Public School, Elivalley",EDUCATION FEES,Unique Fees ID,
457,"Bappuji Public School ,Vazhithala",EDUCATION FEES,Unique Fees ID,
458,Beanstalk International School,EDUCATION FEES,Admission Number,
459,"Bekal International School ,Velutholichal",EDUCATION FEES,Unique Fees ID,
460,Be N By Ias,EDUCATION FEES,"Student Unique ID,Mobile Number of Parent",
461,BenchMark International School Tirur,EDUCATION FEES,Unique Fees ID,
462,Benchmark Senior Secondary School Tirur,EDUCATION FEES,Unique Fees ID,
463,Bengal College Of Teacher Education,EDUCATION FEES,Student ID No,
464,"Bengaluru Public School, Bangalore",EDUCATION FEES,Unique Fees ID,
465,"Bethany Central School, Nangyarkulangara",EDUCATION FEES,Unique Fees ID,
466,Bethany Convent  School,EDUCATION FEES,Student Id No,
467,"Bethany St Johns English H S School ,Kunnamkulam",EDUCATION FEES,Unique Fees ID,
468,"B F M Residential English Medium School, Trivandrum",EDUCATION FEES,Unique Fees ID,
469,"BGS World School, Mahalakshmipuram",EDUCATION FEES,Unique Fees ID,
470,Bharani Vidhyalaya Sr Sec School (CBSE),EDUCATION FEES,Unique Fees ID,
471,"Bharath Vidya Mandir,Valapad",EDUCATION FEES,Admission No,
472,BHARATIYA VIDYA BHAVAN SCHOOL CHEVAYUR,EDUCATION FEES,Unique Fees ID,
473,BHARATIYA VIDYA BHAVAN'S SCHOOL VALANCHERY,EDUCATION FEES,Unique Fees ID,
474,BHARATIYA VIDYA BHAVAN thirunnavaya,EDUCATION FEES,Unique Fees ID,
475,Bhaskar Engineering College,EDUCATION FEES,"Roll No,Date Of Birth(YYYY-MM-DD)",
476,Bhaskar Law College,EDUCATION FEES,"Roll No,Date Of Birth(YYYY-MM-DD)",
477,Bhaskar Medical College,EDUCATION FEES,"Roll No,Date Of Birth(YYYY-MM-DD)",
478,Bhaskar Pharmacy College,EDUCATION FEES,"Roll No,Date Of Birth(YYYY-MM-DD)",
479,Bhavans Bala Mandir,EDUCATION FEES,Unique Fees ID,
480,BHAVANS VIDYA MANDIR PATHANAMTHITTA,EDUCATION FEES,Unique Fees ID,
481,Bhonsala Military School,EDUCATION FEES,"Student Unique ID/Roll No,DOB of Student (DDMMYYYY)",
482,Billabong High Internationl School,EDUCATION FEES,Enrollment Id,
483,Bishop Vayalil Memorial Holy Cross College,EDUCATION FEES,Unique Fees ID,
484,Blooming Buds Pre School,EDUCATION FEES,"Student Unique ID,Mobile Number of Parent,DOB of Student (DDMMYYYY)",
485,Blooming Buds School,EDUCATION FEES,"Student Unique ID,Mobile Number of Parent,DOB of Student (DDMMYYYY)",
486,Blossom International School,EDUCATION FEES,Enrollment Id,
487,Blossom School,EDUCATION FEES,"GR NO,Mobile No,Date of Birth(YYYY-MM-DD)",
488,Blossoms English Medium School,EDUCATION FEES,G R Number,
489,Blue Bells Preparatory School,EDUCATION FEES,Admission Number,
490,"Blue Birds School, Faridabad",EDUCATION FEES,Enrollment Number,
491,BRCM College Of Business Administration Student Welfare And Amenities Fund,EDUCATION FEES,"Enrollment No,DOB (YYYYMMDD)",
492,"Brethren Ems Kumbanad, Pathanamthitta",EDUCATION FEES,Unique Fees ID,
493,"B.R International Public School,Kurukshetra",EDUCATION FEES,Enrollment Number,
494,British Olivia School,EDUCATION FEES,"Admission Number,Date Of Birth(YYYY-MM-DD)",
495,B.R.M. Public School,EDUCATION FEES,Enrollment Number,
496,Broadway International School,EDUCATION FEES,"Admission No,MOB NO,Date of Birth(YYYY-MM-DD)",
497,Brookfield International School,EDUCATION FEES,Admission number,
498,Budha Institute of Management and Technology,EDUCATION FEES,Student Unique ID,
499,"BVB, Ponnani",EDUCATION FEES,Unique Fees ID,
500,Cabcin - RK University Managed By Shri Shamjibhai Harjibhai Talavia Cht,EDUCATION FEES,"Student Unique ID/Roll No,DOB of Student (DDMMYYYY)",
501,Cambridge International School,EDUCATION FEES,Student Enrollment Number,
502,"Cambridge Public School, Delhi",EDUCATION FEES,Enrollment Number,
503,Campus Education Development Society,EDUCATION FEES,Student Unique ID,
504,Campus School,EDUCATION FEES,Student Unique ID,
505,Canary The School,EDUCATION FEES,Enrollment Id,
506,"Cardinal Higher Secondary School, Thrikkakara",EDUCATION FEES,Unique Fees ID,
507,Cardinal Padiyara Public School & Junior College,EDUCATION FEES,Unique Fees ID,
508,Care International School,EDUCATION FEES,Enrollment Id,
509,"Carmel Cbse School, Trivandrum",EDUCATION FEES,Unique Fees ID,
510,"Carmel Convent English Medium School ,Thadiyoor",EDUCATION FEES,Unique Fees ID,
511,CARMEL CONVENT HIGH SCHOOL BADLAPUR,EDUCATION FEES,Unique Fees ID,
512,"Carmel Convent Pre Primary School, Khopoli",EDUCATION FEES,Unique Fees ID,
513,"Carmel Convent School, Khopoli",EDUCATION FEES,Unique Fees ID,
514,"Carmel English Medium School Ochanthuruth, Ernakulam.",EDUCATION FEES,Unique Fees ID,
515,"Carmel English Medium School ,Thakazhi",EDUCATION FEES,Unique Fees ID,
516,Carmel International School,EDUCATION FEES,Unique Fees ID,
517,CARMEL JYOTHI EDUCATION SOCIETY'S CARMEL CONVENT SCHOOL,EDUCATION FEES,Unique Fees ID,
518,Carmel Jyothi Education Society's NIRMALA CONVENT HIGH SCHOOL,EDUCATION FEES,Unique Fees ID,
519,"Carmel Pre Primary School Dombivli, Mumbai.",EDUCATION FEES,Unique Fees ID,
520,CARMEL PUBLIC SCHOOL AND JUNIOR COLLEGE PALA,EDUCATION FEES,Unique Fees ID,
521,CARMEL RESIDENTIAL SENIOR SECONDARY SCHOOL,EDUCATION FEES,Unique Fees ID,
522,"Cecil Convent School Junior, Ambala Cantt",EDUCATION FEES,Enrollment Number,
523,"Cecil Convent School Junior, Ambala City",EDUCATION FEES,Enrollment Number,
524,"Chaman Vatika Gurukul, Ambala",EDUCATION FEES,Enrollment Number,
525,Chanakya Public School,EDUCATION FEES,Enrollment Id,
526,Chatrabhuj Narsee School,EDUCATION FEES,"Fee Type,Enrollment No",
527,CHAVARA PUBLIC SCHOOL PALA,EDUCATION FEES,Unique Fees ID,
528,CHELAKKARA CENTRAL SCHOOL THONNURKARA,EDUCATION FEES,Unique Fees ID,
529,"Chinmaya Vidyalaya, Alakode",EDUCATION FEES,Unique Fees ID,
530,"Chinmaya Vidyalaya Kalladathur, Palakkad",EDUCATION FEES,Unique Fees ID,
531,Chirec International School Kondapur,EDUCATION FEES,Enrollment Id,
532,Chistiya International School,EDUCATION FEES,Enrollment Id,
533,"CHMKMHSS,Vadakkumbad ",EDUCATION FEES,Admission No,
534,"Christ Cmi Public School Kanhangad, Kasargod",EDUCATION FEES,Unique Fees ID,
535,"Christ Global Residential School, Bangalore",EDUCATION FEES,Unique Fees ID,
536,CHRIST NEW LIFE ICSE SCHOOL THIRUVILLUAMALA,EDUCATION FEES,Unique Fees ID,
537,CHRIST SCHOOL,EDUCATION FEES,Unique Fees ID,
538,"Christ School, Bangalore",EDUCATION FEES,Unique Fees ID,
539,"Christ School ,Kengeri",EDUCATION FEES,Unique Fees ID,
540,Clelia Barbieri Holy Angels English Medium School,EDUCATION FEES,Unique Fees ID,
541,COCHIN PUBLIC SCHOOL THRIKKAKARA ERNAKULAM,EDUCATION FEES,Unique Fees ID,
542,College For Teacher Education,EDUCATION FEES,Student ID No,
543,"Concord English Higher Secondary School, Thrissur",EDUCATION FEES,Unique Fees ID,
544,Countryside International School Adm,EDUCATION FEES,"Roll Number,Standard Division,Mobile No",
545,Countryside International School Meal And Transport Fees,EDUCATION FEES,"Roll Number,Standard Division,Mobile No",
546,Countryside International School Others Fees,EDUCATION FEES,"Roll Number,Standard Division,Mobile No",
547,Countryside International School Pre Primary Education,EDUCATION FEES,"Roll Number,Standard Division,Mobile No",
548,Countryside International School Primary Education,EDUCATION FEES,"Roll Number,Standard Division,Mobile No",
549,"Crescent English HS,Thanaloor",EDUCATION FEES,Admission No,
550,"Crescent English Medium School Velimukku, Malappuram",EDUCATION FEES,Unique Fees ID,
551,Crescent School,EDUCATION FEES,"GR NO,MOB NO,Date of Birth(YYYY-MM-DD)",
552,Cybernetics Secondary School,EDUCATION FEES,Admission No,
553,"Daffodils English School Kottakkunnu, Kasaragod",EDUCATION FEES,Unique Fees ID,
554,Darul aman english medium school kalladikode,EDUCATION FEES,Unique Fees ID,
555,DARUL ULOOM AINUL HUDA,EDUCATION FEES,Unique Fees ID,
556,"Darul Uloom Higher Secondary School, Panakkad",EDUCATION FEES,Unique Fees ID,
557,"Davis English Medium School, Changaramkulam",EDUCATION FEES,Unique Fees ID,
558,DAV Public School Samana,EDUCATION FEES,Student Id,
559,"Dayanand Mahila Mahavidyalaya, Kurukshetra",EDUCATION FEES,Enrollment Number,
560,"Dayanand(Self Finance) Mahila Mahavidyalaya, Kurukshetra",EDUCATION FEES,Enrollment Number,
561,Delhi Public International  School,EDUCATION FEES,"Admission Number,Mobile No",
562,Delhi Public School Akrampur Unnao,EDUCATION FEES,Student Id,
563,Delhi Public School Bareilly,EDUCATION FEES,Student Id,
564,Delhi Public School Eldeco,EDUCATION FEES,Student Id,
565,Delhi Public School Gomti Nagar,EDUCATION FEES,Student Id,
566,Delhi Public School - Greater Noida,EDUCATION FEES,Student Id,
567,Delhi Public School Jankipuram,EDUCATION FEES,Student Id,
568,Delhi Public School - KPV,EDUCATION FEES,Student Id,
569,Delhi Public School Saharanpur,EDUCATION FEES,Student Id,
570,Delhi Public School Vijayawada,EDUCATION FEES,Student Enrollment Code,
571,Delhi Public School - Warangal,EDUCATION FEES,Student Enrollment Code,
572,Delhi Public Secondary School,EDUCATION FEES,Enrollment Id,
573,"Delhi World Public School, Patna",EDUCATION FEES,"Student Admission Number,Registered Mobile Number",
574,Delhi World School,EDUCATION FEES,Student Enrollment Code,
575,"De Paul Em School, Moonnammoodu, Trivandrum",EDUCATION FEES,Unique Fees ID,
576,"De Paul English Medium Hss,Choondal",EDUCATION FEES,Unique Fees ID,
577,"De Paul English Medium Icse School,choondal",EDUCATION FEES,Unique Fees ID,
578,DE PAUL PUBLIC SCHOOL,EDUCATION FEES,Unique Fees ID,
579,"Devamata Convent School ,Kollam",EDUCATION FEES,Unique Fees ID,
580,Deva Matha Central School -  Vidyaranyapura,EDUCATION FEES,Enrollment Id,
581,Devamatha CMI Public School,EDUCATION FEES,Unique Fees ID,
582,Dev In National School,EDUCATION FEES,Student Unique ID,
583,Dhanraj School,EDUCATION FEES,Student ID,
584,Direction Nursing Academy,EDUCATION FEES,Student Registration No,
585,"Divine Public School, Shahabad Markanda",EDUCATION FEES,Enrollment Number,
586,Diya Academy of Learning  Ayyappanagar,EDUCATION FEES,Enrollment Id,
587,Dolphins High School,EDUCATION FEES,Scholar No,
588,Dolphins International School Ck,EDUCATION FEES,Scholar No,
589,Dolphins International School Rajapark,EDUCATION FEES,Scholar No,
590,DON BOSCO SCHOOL MANNUTHY,EDUCATION FEES,Unique Fees ID,
591,Doubtnut,EDUCATION FEES,Bill Number/Phone Number,
592,DPS - Gandhinagar,EDUCATION FEES,"Admission No,MOB NO,Date of Birth(YYYY-MM-DD)",
593,DPS Megacity,EDUCATION FEES,"Student Admission Number,Registered Mobile Number",
594,D P Tiwari Medical And Nursing Educational Institute,EDUCATION FEES,Student Unique ID,
595,D P Tiwari School Of Nursing,EDUCATION FEES,Student Unique ID,
596,Dr. H R Gajwani College Of Education,EDUCATION FEES,"Student Unique ID/Roll No,DOB of Student (DDMMYYYY)",
597,Dr. H R Gajwani Primary School,EDUCATION FEES,"Student Unique ID/Roll No,DOB of Student (DDMMYYYY)",
598,D.R. International School,EDUCATION FEES,Admission Number,
599,"Dr.K.K.R Gowtham Concept School (E.M) ,V Route",EDUCATION FEES,Admission Number,
600,"Dr.K.K.R Gowtham Concept School ,Gandhinagar",EDUCATION FEES,Admission Number,
601,"Dr. K.K.R Gowtham(Em) High School ,Tenali",EDUCATION FEES,Admission Number,
602,"Dr.Kkr Gowtham High School(E.M) ,Eluru",EDUCATION FEES,Admission Number,
603,"Dr.K.K.R Gowtham School ,Edepalli Mtm-2",EDUCATION FEES,Admission Number,
604,"Dr.Kkr Gowtham School ,Guntur Ds",EDUCATION FEES,Admission Number,
605,"Dr.K.K.R Gowtham School ,Kurmannapalem",EDUCATION FEES,Admission Number,
606,"Dr.Kkr Gowtham School , Rajamundry",EDUCATION FEES,Admission Number,
607,"Dr.K.K.R'S Gowtham Em High School ,Vijayawada",EDUCATION FEES,Admission Number,
608,"Dr. K.K.R'S Gowtham Em School ,Machilipatnam",EDUCATION FEES,Admission Number,
609,"Dr.K.K.Rs Gowtham(E.M) School ,Sarpavaram",EDUCATION FEES,Admission Number,
610,"Dr K.K.R S Gowtham Englidh Medium School ,Nellore",EDUCATION FEES,Admission Number,
